Scenario,Trace,C1,B,S1,C2,S2,Policy,Prefetcher,R,AAT
L1_Only,gcc,14,5,1,0,0,none,none,0,4.601
L1_Only,gcc,14,5,2,0,0,none,none,0,4.306
L1_Only,gcc,14,5,3,0,0,none,none,0,4.388
L1_Only,gcc,15,5,1,0,0,none,none,0,3.504
L1_Only,gcc,15,5,2,0,0,none,none,0,3.474
L1_Only,gcc,15,5,3,0,0,none,none,0,3.590
L1_Only,gcc,14,6,1,0,0,none,none,0,4.620
L1_Only,gcc,14,6,2,0,0,none,none,0,4.228
L1_Only,gcc,14,6,3,0,0,none,none,0,4.354
L1_Only,gcc,15,6,1,0,0,none,none,0,3.401
L1_Only,gcc,15,6,2,0,0,none,none,0,3.381
L1_Only,gcc,15,6,3,0,0,none,none,0,3.464
L1_Only,gcc,14,7,1,0,0,none,none,0,5.434
L1_Only,gcc,14,7,2,0,0,none,none,0,4.851
L1_Only,gcc,14,7,3,0,0,none,none,0,4.902
L1_Only,gcc,15,7,1,0,0,none,none,0,3.699
L1_Only,gcc,15,7,2,0,0,none,none,0,3.646
L1_Only,gcc,15,7,3,0,0,none,none,0,3.665
L1_L2_NoPF,gcc,14,5,1,16,1,mip,none,0,3.340
L1_L2_WithPF,gcc,14,5,1,16,1,mip,plus1,0,3.194
L1_L2_WithPF,gcc,14,5,1,16,1,mip,markov,16,3.340
L1_L2_WithPF,gcc,14,5,1,16,1,mip,markov,32,3.339
L1_L2_WithPF,gcc,14,5,1,16,1,mip,markov,64,3.336
L1_L2_WithPF,gcc,14,5,1,16,1,mip,markov,128,3.336
L1_L2_WithPF,gcc,14,5,1,16,1,mip,markov,256,3.332
L1_L2_WithPF,gcc,14,5,1,16,1,mip,markov,512,3.330
L1_L2_WithPF,gcc,14,5,1,16,1,mip,hybrid,16,3.192
L1_L2_WithPF,gcc,14,5,1,16,1,mip,hybrid,32,3.190
L1_L2_WithPF,gcc,14,5,1,16,1,mip,hybrid,64,3.185
L1_L2_WithPF,gcc,14,5,1,16,1,mip,hybrid,128,3.186
L1_L2_WithPF,gcc,14,5,1,16,1,mip,hybrid,256,3.179
L1_L2_WithPF,gcc,14,5,1,16,1,mip,hybrid,512,3.169
L1_L2_NoPF,gcc,14,5,1,16,1,lip,none,0,3.340
L1_L2_WithPF,gcc,14,5,1,16,1,lip,plus1,0,3.194
L1_L2_WithPF,gcc,14,5,1,16,1,lip,markov,16,3.340
L1_L2_WithPF,gcc,14,5,1,16,1,lip,markov,32,3.339
L1_L2_WithPF,gcc,14,5,1,16,1,lip,markov,64,3.336
L1_L2_WithPF,gcc,14,5,1,16,1,lip,markov,128,3.336
L1_L2_WithPF,gcc,14,5,1,16,1,lip,markov,256,3.332
L1_L2_WithPF,gcc,14,5,1,16,1,lip,markov,512,3.330
L1_L2_WithPF,gcc,14,5,1,16,1,lip,hybrid,16,3.192
L1_L2_WithPF,gcc,14,5,1,16,1,lip,hybrid,32,3.190
L1_L2_WithPF,gcc,14,5,1,16,1,lip,hybrid,64,3.185
L1_L2_WithPF,gcc,14,5,1,16,1,lip,hybrid,128,3.186
L1_L2_WithPF,gcc,14,5,1,16,1,lip,hybrid,256,3.179
L1_L2_WithPF,gcc,14,5,1,16,1,lip,hybrid,512,3.169
L1_L2_NoPF,gcc,14,5,1,16,2,mip,none,0,3.246
L1_L2_WithPF,gcc,14,5,1,16,2,mip,plus1,0,3.101
L1_L2_WithPF,gcc,14,5,1,16,2,mip,markov,16,3.246
L1_L2_WithPF,gcc,14,5,1,16,2,mip,markov,32,3.246
L1_L2_WithPF,gcc,14,5,1,16,2,mip,markov,64,3.243
L1_L2_WithPF,gcc,14,5,1,16,2,mip,markov,128,3.243
L1_L2_WithPF,gcc,14,5,1,16,2,mip,markov,256,3.236
L1_L2_WithPF,gcc,14,5,1,16,2,mip,markov,512,3.231
L1_L2_WithPF,gcc,14,5,1,16,2,mip,hybrid,16,3.099
L1_L2_WithPF,gcc,14,5,1,16,2,mip,hybrid,32,3.096
L1_L2_WithPF,gcc,14,5,1,16,2,mip,hybrid,64,3.094
L1_L2_WithPF,gcc,14,5,1,16,2,mip,hybrid,128,3.096
L1_L2_WithPF,gcc,14,5,1,16,2,mip,hybrid,256,3.089
L1_L2_WithPF,gcc,14,5,1,16,2,mip,hybrid,512,3.077
L1_L2_NoPF,gcc,14,5,1,16,2,lip,none,0,3.246
L1_L2_WithPF,gcc,14,5,1,16,2,lip,plus1,0,3.101
L1_L2_WithPF,gcc,14,5,1,16,2,lip,markov,16,3.246
L1_L2_WithPF,gcc,14,5,1,16,2,lip,markov,32,3.246
L1_L2_WithPF,gcc,14,5,1,16,2,lip,markov,64,3.243
L1_L2_WithPF,gcc,14,5,1,16,2,lip,markov,128,3.243
L1_L2_WithPF,gcc,14,5,1,16,2,lip,markov,256,3.236
L1_L2_WithPF,gcc,14,5,1,16,2,lip,markov,512,3.231
L1_L2_WithPF,gcc,14,5,1,16,2,lip,hybrid,16,3.099
L1_L2_WithPF,gcc,14,5,1,16,2,lip,hybrid,32,3.096
L1_L2_WithPF,gcc,14,5,1,16,2,lip,hybrid,64,3.094
L1_L2_WithPF,gcc,14,5,1,16,2,lip,hybrid,128,3.096
L1_L2_WithPF,gcc,14,5,1,16,2,lip,hybrid,256,3.089
L1_L2_WithPF,gcc,14,5,1,16,2,lip,hybrid,512,3.077
L1_L2_NoPF,gcc,14,5,1,16,3,mip,none,0,3.264
L1_L2_WithPF,gcc,14,5,1,16,3,mip,plus1,0,3.108
L1_L2_WithPF,gcc,14,5,1,16,3,mip,markov,16,3.264
L1_L2_WithPF,gcc,14,5,1,16,3,mip,markov,32,3.263
L1_L2_WithPF,gcc,14,5,1,16,3,mip,markov,64,3.262
L1_L2_WithPF,gcc,14,5,1,16,3,mip,markov,128,3.259
L1_L2_WithPF,gcc,14,5,1,16,3,mip,markov,256,3.252
L1_L2_WithPF,gcc,14,5,1,16,3,mip,markov,512,3.241
L1_L2_WithPF,gcc,14,5,1,16,3,mip,hybrid,16,3.108
L1_L2_WithPF,gcc,14,5,1,16,3,mip,hybrid,32,3.105
L1_L2_WithPF,gcc,14,5,1,16,3,mip,hybrid,64,3.102
L1_L2_WithPF,gcc,14,5,1,16,3,mip,hybrid,128,3.097
L1_L2_WithPF,gcc,14,5,1,16,3,mip,hybrid,256,3.090
L1_L2_WithPF,gcc,14,5,1,16,3,mip,hybrid,512,3.087
L1_L2_NoPF,gcc,14,5,1,16,3,lip,none,0,3.264
L1_L2_WithPF,gcc,14,5,1,16,3,lip,plus1,0,3.108
L1_L2_WithPF,gcc,14,5,1,16,3,lip,markov,16,3.264
L1_L2_WithPF,gcc,14,5,1,16,3,lip,markov,32,3.263
L1_L2_WithPF,gcc,14,5,1,16,3,lip,markov,64,3.262
L1_L2_WithPF,gcc,14,5,1,16,3,lip,markov,128,3.259
L1_L2_WithPF,gcc,14,5,1,16,3,lip,markov,256,3.252
L1_L2_WithPF,gcc,14,5,1,16,3,lip,markov,512,3.241
L1_L2_WithPF,gcc,14,5,1,16,3,lip,hybrid,16,3.108
L1_L2_WithPF,gcc,14,5,1,16,3,lip,hybrid,32,3.105
L1_L2_WithPF,gcc,14,5,1,16,3,lip,hybrid,64,3.102
L1_L2_WithPF,gcc,14,5,1,16,3,lip,hybrid,128,3.097
L1_L2_WithPF,gcc,14,5,1,16,3,lip,hybrid,256,3.090
L1_L2_WithPF,gcc,14,5,1,16,3,lip,hybrid,512,3.087
L1_L2_NoPF,gcc,14,5,1,17,1,mip,none,0,3.095
L1_L2_WithPF,gcc,14,5,1,17,1,mip,plus1,0,2.933
L1_L2_WithPF,gcc,14,5,1,17,1,mip,markov,16,3.095
L1_L2_WithPF,gcc,14,5,1,17,1,mip,markov,32,3.095
L1_L2_WithPF,gcc,14,5,1,17,1,mip,markov,64,3.095
L1_L2_WithPF,gcc,14,5,1,17,1,mip,markov,128,3.095
L1_L2_WithPF,gcc,14,5,1,17,1,mip,markov,256,3.095
L1_L2_WithPF,gcc,14,5,1,17,1,mip,markov,512,3.094
L1_L2_WithPF,gcc,14,5,1,17,1,mip,hybrid,16,2.933
L1_L2_WithPF,gcc,14,5,1,17,1,mip,hybrid,32,2.933
L1_L2_WithPF,gcc,14,5,1,17,1,mip,hybrid,64,2.933
L1_L2_WithPF,gcc,14,5,1,17,1,mip,hybrid,128,2.931
L1_L2_WithPF,gcc,14,5,1,17,1,mip,hybrid,256,2.930
L1_L2_WithPF,gcc,14,5,1,17,1,mip,hybrid,512,2.929
L1_L2_NoPF,gcc,14,5,1,17,1,lip,none,0,3.095
L1_L2_WithPF,gcc,14,5,1,17,1,lip,plus1,0,2.933
L1_L2_WithPF,gcc,14,5,1,17,1,lip,markov,16,3.095
L1_L2_WithPF,gcc,14,5,1,17,1,lip,markov,32,3.095
L1_L2_WithPF,gcc,14,5,1,17,1,lip,markov,64,3.095
L1_L2_WithPF,gcc,14,5,1,17,1,lip,markov,128,3.095
L1_L2_WithPF,gcc,14,5,1,17,1,lip,markov,256,3.095
L1_L2_WithPF,gcc,14,5,1,17,1,lip,markov,512,3.094
L1_L2_WithPF,gcc,14,5,1,17,1,lip,hybrid,16,2.933
L1_L2_WithPF,gcc,14,5,1,17,1,lip,hybrid,32,2.933
L1_L2_WithPF,gcc,14,5,1,17,1,lip,hybrid,64,2.933
L1_L2_WithPF,gcc,14,5,1,17,1,lip,hybrid,128,2.931
L1_L2_WithPF,gcc,14,5,1,17,1,lip,hybrid,256,2.930
L1_L2_WithPF,gcc,14,5,1,17,1,lip,hybrid,512,2.929
L1_L2_NoPF,gcc,14,5,1,17,2,mip,none,0,3.060
L1_L2_WithPF,gcc,14,5,1,17,2,mip,plus1,0,2.900
L1_L2_WithPF,gcc,14,5,1,17,2,mip,markov,16,3.060
L1_L2_WithPF,gcc,14,5,1,17,2,mip,markov,32,3.060
L1_L2_WithPF,gcc,14,5,1,17,2,mip,markov,64,3.060
L1_L2_WithPF,gcc,14,5,1,17,2,mip,markov,128,3.059
L1_L2_WithPF,gcc,14,5,1,17,2,mip,markov,256,3.059
L1_L2_WithPF,gcc,14,5,1,17,2,mip,markov,512,3.059
L1_L2_WithPF,gcc,14,5,1,17,2,mip,hybrid,16,2.900
L1_L2_WithPF,gcc,14,5,1,17,2,mip,hybrid,32,2.900
L1_L2_WithPF,gcc,14,5,1,17,2,mip,hybrid,64,2.899
L1_L2_WithPF,gcc,14,5,1,17,2,mip,hybrid,128,2.899
L1_L2_WithPF,gcc,14,5,1,17,2,mip,hybrid,256,2.899
L1_L2_WithPF,gcc,14,5,1,17,2,mip,hybrid,512,2.898
L1_L2_NoPF,gcc,14,5,1,17,2,lip,none,0,3.060
L1_L2_WithPF,gcc,14,5,1,17,2,lip,plus1,0,2.900
L1_L2_WithPF,gcc,14,5,1,17,2,lip,markov,16,3.060
L1_L2_WithPF,gcc,14,5,1,17,2,lip,markov,32,3.060
L1_L2_WithPF,gcc,14,5,1,17,2,lip,markov,64,3.060
L1_L2_WithPF,gcc,14,5,1,17,2,lip,markov,128,3.059
L1_L2_WithPF,gcc,14,5,1,17,2,lip,markov,256,3.059
L1_L2_WithPF,gcc,14,5,1,17,2,lip,markov,512,3.059
L1_L2_WithPF,gcc,14,5,1,17,2,lip,hybrid,16,2.900
L1_L2_WithPF,gcc,14,5,1,17,2,lip,hybrid,32,2.900
L1_L2_WithPF,gcc,14,5,1,17,2,lip,hybrid,64,2.899
L1_L2_WithPF,gcc,14,5,1,17,2,lip,hybrid,128,2.899
L1_L2_WithPF,gcc,14,5,1,17,2,lip,hybrid,256,2.899
L1_L2_WithPF,gcc,14,5,1,17,2,lip,hybrid,512,2.898
L1_L2_NoPF,gcc,14,5,1,17,3,mip,none,0,3.078
L1_L2_WithPF,gcc,14,5,1,17,3,mip,plus1,0,2.917
L1_L2_WithPF,gcc,14,5,1,17,3,mip,markov,16,3.078
L1_L2_WithPF,gcc,14,5,1,17,3,mip,markov,32,3.078
L1_L2_WithPF,gcc,14,5,1,17,3,mip,markov,64,3.078
L1_L2_WithPF,gcc,14,5,1,17,3,mip,markov,128,3.077
L1_L2_WithPF,gcc,14,5,1,17,3,mip,markov,256,3.077
L1_L2_WithPF,gcc,14,5,1,17,3,mip,markov,512,3.077
L1_L2_WithPF,gcc,14,5,1,17,3,mip,hybrid,16,2.917
L1_L2_WithPF,gcc,14,5,1,17,3,mip,hybrid,32,2.917
L1_L2_WithPF,gcc,14,5,1,17,3,mip,hybrid,64,2.916
L1_L2_WithPF,gcc,14,5,1,17,3,mip,hybrid,128,2.916
L1_L2_WithPF,gcc,14,5,1,17,3,mip,hybrid,256,2.916
L1_L2_WithPF,gcc,14,5,1,17,3,mip,hybrid,512,2.916
L1_L2_NoPF,gcc,14,5,1,17,3,lip,none,0,3.078
L1_L2_WithPF,gcc,14,5,1,17,3,lip,plus1,0,2.917
L1_L2_WithPF,gcc,14,5,1,17,3,lip,markov,16,3.078
L1_L2_WithPF,gcc,14,5,1,17,3,lip,markov,32,3.078
L1_L2_WithPF,gcc,14,5,1,17,3,lip,markov,64,3.078
L1_L2_WithPF,gcc,14,5,1,17,3,lip,markov,128,3.077
L1_L2_WithPF,gcc,14,5,1,17,3,lip,markov,256,3.077
L1_L2_WithPF,gcc,14,5,1,17,3,lip,markov,512,3.077
L1_L2_WithPF,gcc,14,5,1,17,3,lip,hybrid,16,2.917
L1_L2_WithPF,gcc,14,5,1,17,3,lip,hybrid,32,2.917
L1_L2_WithPF,gcc,14,5,1,17,3,lip,hybrid,64,2.916
L1_L2_WithPF,gcc,14,5,1,17,3,lip,hybrid,128,2.916
L1_L2_WithPF,gcc,14,5,1,17,3,lip,hybrid,256,2.916
L1_L2_WithPF,gcc,14,5,1,17,3,lip,hybrid,512,2.916
L1_L2_NoPF,gcc,14,5,2,16,2,mip,none,0,3.370
L1_L2_WithPF,gcc,14,5,2,16,2,mip,plus1,0,3.232
L1_L2_WithPF,gcc,14,5,2,16,2,mip,markov,16,3.370
L1_L2_WithPF,gcc,14,5,2,16,2,mip,markov,32,3.371
L1_L2_WithPF,gcc,14,5,2,16,2,mip,markov,64,3.370
L1_L2_WithPF,gcc,14,5,2,16,2,mip,markov,128,3.369
L1_L2_WithPF,gcc,14,5,2,16,2,mip,markov,256,3.366
L1_L2_WithPF,gcc,14,5,2,16,2,mip,markov,512,3.363
L1_L2_WithPF,gcc,14,5,2,16,2,mip,hybrid,16,3.232
L1_L2_WithPF,gcc,14,5,2,16,2,mip,hybrid,32,3.231
L1_L2_WithPF,gcc,14,5,2,16,2,mip,hybrid,64,3.226
L1_L2_WithPF,gcc,14,5,2,16,2,mip,hybrid,128,3.222
L1_L2_WithPF,gcc,14,5,2,16,2,mip,hybrid,256,3.213
L1_L2_WithPF,gcc,14,5,2,16,2,mip,hybrid,512,3.206
L1_L2_NoPF,gcc,14,5,2,16,2,lip,none,0,3.370
L1_L2_WithPF,gcc,14,5,2,16,2,lip,plus1,0,3.232
L1_L2_WithPF,gcc,14,5,2,16,2,lip,markov,16,3.370
L1_L2_WithPF,gcc,14,5,2,16,2,lip,markov,32,3.371
L1_L2_WithPF,gcc,14,5,2,16,2,lip,markov,64,3.370
L1_L2_WithPF,gcc,14,5,2,16,2,lip,markov,128,3.369
L1_L2_WithPF,gcc,14,5,2,16,2,lip,markov,256,3.366
L1_L2_WithPF,gcc,14,5,2,16,2,lip,markov,512,3.363
L1_L2_WithPF,gcc,14,5,2,16,2,lip,hybrid,16,3.232
L1_L2_WithPF,gcc,14,5,2,16,2,lip,hybrid,32,3.231
L1_L2_WithPF,gcc,14,5,2,16,2,lip,hybrid,64,3.226
L1_L2_WithPF,gcc,14,5,2,16,2,lip,hybrid,128,3.222
L1_L2_WithPF,gcc,14,5,2,16,2,lip,hybrid,256,3.213
L1_L2_WithPF,gcc,14,5,2,16,2,lip,hybrid,512,3.206
L1_L2_NoPF,gcc,14,5,2,16,3,mip,none,0,3.383
L1_L2_WithPF,gcc,14,5,2,16,3,mip,plus1,0,3.234
L1_L2_WithPF,gcc,14,5,2,16,3,mip,markov,16,3.383
L1_L2_WithPF,gcc,14,5,2,16,3,mip,markov,32,3.382
L1_L2_WithPF,gcc,14,5,2,16,3,mip,markov,64,3.383
L1_L2_WithPF,gcc,14,5,2,16,3,mip,markov,128,3.380
L1_L2_WithPF,gcc,14,5,2,16,3,mip,markov,256,3.376
L1_L2_WithPF,gcc,14,5,2,16,3,mip,markov,512,3.368
L1_L2_WithPF,gcc,14,5,2,16,3,mip,hybrid,16,3.233
L1_L2_WithPF,gcc,14,5,2,16,3,mip,hybrid,32,3.232
L1_L2_WithPF,gcc,14,5,2,16,3,mip,hybrid,64,3.232
L1_L2_WithPF,gcc,14,5,2,16,3,mip,hybrid,128,3.229
L1_L2_WithPF,gcc,14,5,2,16,3,mip,hybrid,256,3.222
L1_L2_WithPF,gcc,14,5,2,16,3,mip,hybrid,512,3.215
L1_L2_NoPF,gcc,14,5,2,16,3,lip,none,0,3.383
L1_L2_WithPF,gcc,14,5,2,16,3,lip,plus1,0,3.234
L1_L2_WithPF,gcc,14,5,2,16,3,lip,markov,16,3.383
L1_L2_WithPF,gcc,14,5,2,16,3,lip,markov,32,3.382
L1_L2_WithPF,gcc,14,5,2,16,3,lip,markov,64,3.383
L1_L2_WithPF,gcc,14,5,2,16,3,lip,markov,128,3.380
L1_L2_WithPF,gcc,14,5,2,16,3,lip,markov,256,3.376
L1_L2_WithPF,gcc,14,5,2,16,3,lip,markov,512,3.368
L1_L2_WithPF,gcc,14,5,2,16,3,lip,hybrid,16,3.233
L1_L2_WithPF,gcc,14,5,2,16,3,lip,hybrid,32,3.232
L1_L2_WithPF,gcc,14,5,2,16,3,lip,hybrid,64,3.232
L1_L2_WithPF,gcc,14,5,2,16,3,lip,hybrid,128,3.229
L1_L2_WithPF,gcc,14,5,2,16,3,lip,hybrid,256,3.222
L1_L2_WithPF,gcc,14,5,2,16,3,lip,hybrid,512,3.215
L1_L2_NoPF,gcc,14,5,2,17,2,mip,none,0,3.192
L1_L2_WithPF,gcc,14,5,2,17,2,mip,plus1,0,3.033
L1_L2_WithPF,gcc,14,5,2,17,2,mip,markov,16,3.192
L1_L2_WithPF,gcc,14,5,2,17,2,mip,markov,32,3.192
L1_L2_WithPF,gcc,14,5,2,17,2,mip,markov,64,3.192
L1_L2_WithPF,gcc,14,5,2,17,2,mip,markov,128,3.192
L1_L2_WithPF,gcc,14,5,2,17,2,mip,markov,256,3.192
L1_L2_WithPF,gcc,14,5,2,17,2,mip,markov,512,3.192
L1_L2_WithPF,gcc,14,5,2,17,2,mip,hybrid,16,3.033
L1_L2_WithPF,gcc,14,5,2,17,2,mip,hybrid,32,3.033
L1_L2_WithPF,gcc,14,5,2,17,2,mip,hybrid,64,3.033
L1_L2_WithPF,gcc,14,5,2,17,2,mip,hybrid,128,3.033
L1_L2_WithPF,gcc,14,5,2,17,2,mip,hybrid,256,3.032
L1_L2_WithPF,gcc,14,5,2,17,2,mip,hybrid,512,3.032
L1_L2_NoPF,gcc,14,5,2,17,2,lip,none,0,3.192
L1_L2_WithPF,gcc,14,5,2,17,2,lip,plus1,0,3.033
L1_L2_WithPF,gcc,14,5,2,17,2,lip,markov,16,3.192
L1_L2_WithPF,gcc,14,5,2,17,2,lip,markov,32,3.192
L1_L2_WithPF,gcc,14,5,2,17,2,lip,markov,64,3.192
L1_L2_WithPF,gcc,14,5,2,17,2,lip,markov,128,3.192
L1_L2_WithPF,gcc,14,5,2,17,2,lip,markov,256,3.192
L1_L2_WithPF,gcc,14,5,2,17,2,lip,markov,512,3.192
L1_L2_WithPF,gcc,14,5,2,17,2,lip,hybrid,16,3.033
L1_L2_WithPF,gcc,14,5,2,17,2,lip,hybrid,32,3.033
L1_L2_WithPF,gcc,14,5,2,17,2,lip,hybrid,64,3.033
L1_L2_WithPF,gcc,14,5,2,17,2,lip,hybrid,128,3.033
L1_L2_WithPF,gcc,14,5,2,17,2,lip,hybrid,256,3.032
L1_L2_WithPF,gcc,14,5,2,17,2,lip,hybrid,512,3.032
L1_L2_NoPF,gcc,14,5,2,17,3,mip,none,0,3.204
L1_L2_WithPF,gcc,14,5,2,17,3,mip,plus1,0,3.045
L1_L2_WithPF,gcc,14,5,2,17,3,mip,markov,16,3.204
L1_L2_WithPF,gcc,14,5,2,17,3,mip,markov,32,3.204
L1_L2_WithPF,gcc,14,5,2,17,3,mip,markov,64,3.204
L1_L2_WithPF,gcc,14,5,2,17,3,mip,markov,128,3.204
L1_L2_WithPF,gcc,14,5,2,17,3,mip,markov,256,3.204
L1_L2_WithPF,gcc,14,5,2,17,3,mip,markov,512,3.204
L1_L2_WithPF,gcc,14,5,2,17,3,mip,hybrid,16,3.045
L1_L2_WithPF,gcc,14,5,2,17,3,mip,hybrid,32,3.045
L1_L2_WithPF,gcc,14,5,2,17,3,mip,hybrid,64,3.045
L1_L2_WithPF,gcc,14,5,2,17,3,mip,hybrid,128,3.045
L1_L2_WithPF,gcc,14,5,2,17,3,mip,hybrid,256,3.044
L1_L2_WithPF,gcc,14,5,2,17,3,mip,hybrid,512,3.044
L1_L2_NoPF,gcc,14,5,2,17,3,lip,none,0,3.204
L1_L2_WithPF,gcc,14,5,2,17,3,lip,plus1,0,3.045
L1_L2_WithPF,gcc,14,5,2,17,3,lip,markov,16,3.204
L1_L2_WithPF,gcc,14,5,2,17,3,lip,markov,32,3.204
L1_L2_WithPF,gcc,14,5,2,17,3,lip,markov,64,3.204
L1_L2_WithPF,gcc,14,5,2,17,3,lip,markov,128,3.204
L1_L2_WithPF,gcc,14,5,2,17,3,lip,markov,256,3.204
L1_L2_WithPF,gcc,14,5,2,17,3,lip,markov,512,3.204
L1_L2_WithPF,gcc,14,5,2,17,3,lip,hybrid,16,3.045
L1_L2_WithPF,gcc,14,5,2,17,3,lip,hybrid,32,3.045
L1_L2_WithPF,gcc,14,5,2,17,3,lip,hybrid,64,3.045
L1_L2_WithPF,gcc,14,5,2,17,3,lip,hybrid,128,3.045
L1_L2_WithPF,gcc,14,5,2,17,3,lip,hybrid,256,3.044
L1_L2_WithPF,gcc,14,5,2,17,3,lip,hybrid,512,3.044
L1_L2_NoPF,gcc,14,5,3,16,3,mip,none,0,3.563
L1_L2_WithPF,gcc,14,5,3,16,3,mip,plus1,0,3.413
L1_L2_WithPF,gcc,14,5,3,16,3,mip,markov,16,3.563
L1_L2_WithPF,gcc,14,5,3,16,3,mip,markov,32,3.563
L1_L2_WithPF,gcc,14,5,3,16,3,mip,markov,64,3.563
L1_L2_WithPF,gcc,14,5,3,16,3,mip,markov,128,3.563
L1_L2_WithPF,gcc,14,5,3,16,3,mip,markov,256,3.558
L1_L2_WithPF,gcc,14,5,3,16,3,mip,markov,512,3.543
L1_L2_WithPF,gcc,14,5,3,16,3,mip,hybrid,16,3.413
L1_L2_WithPF,gcc,14,5,3,16,3,mip,hybrid,32,3.413
L1_L2_WithPF,gcc,14,5,3,16,3,mip,hybrid,64,3.414
L1_L2_WithPF,gcc,14,5,3,16,3,mip,hybrid,128,3.409
L1_L2_WithPF,gcc,14,5,3,16,3,mip,hybrid,256,3.403
L1_L2_WithPF,gcc,14,5,3,16,3,mip,hybrid,512,3.389
L1_L2_NoPF,gcc,14,5,3,16,3,lip,none,0,3.563
L1_L2_WithPF,gcc,14,5,3,16,3,lip,plus1,0,3.413
L1_L2_WithPF,gcc,14,5,3,16,3,lip,markov,16,3.563
L1_L2_WithPF,gcc,14,5,3,16,3,lip,markov,32,3.563
L1_L2_WithPF,gcc,14,5,3,16,3,lip,markov,64,3.563
L1_L2_WithPF,gcc,14,5,3,16,3,lip,markov,128,3.563
L1_L2_WithPF,gcc,14,5,3,16,3,lip,markov,256,3.558
L1_L2_WithPF,gcc,14,5,3,16,3,lip,markov,512,3.543
L1_L2_WithPF,gcc,14,5,3,16,3,lip,hybrid,16,3.413
L1_L2_WithPF,gcc,14,5,3,16,3,lip,hybrid,32,3.413
L1_L2_WithPF,gcc,14,5,3,16,3,lip,hybrid,64,3.414
L1_L2_WithPF,gcc,14,5,3,16,3,lip,hybrid,128,3.409
L1_L2_WithPF,gcc,14,5,3,16,3,lip,hybrid,256,3.403
L1_L2_WithPF,gcc,14,5,3,16,3,lip,hybrid,512,3.389
L1_L2_NoPF,gcc,14,5,3,17,3,mip,none,0,3.387
L1_L2_WithPF,gcc,14,5,3,17,3,mip,plus1,0,3.228
L1_L2_WithPF,gcc,14,5,3,17,3,mip,markov,16,3.387
L1_L2_WithPF,gcc,14,5,3,17,3,mip,markov,32,3.387
L1_L2_WithPF,gcc,14,5,3,17,3,mip,markov,64,3.387
L1_L2_WithPF,gcc,14,5,3,17,3,mip,markov,128,3.387
L1_L2_WithPF,gcc,14,5,3,17,3,mip,markov,256,3.387
L1_L2_WithPF,gcc,14,5,3,17,3,mip,markov,512,3.387
L1_L2_WithPF,gcc,14,5,3,17,3,mip,hybrid,16,3.228
L1_L2_WithPF,gcc,14,5,3,17,3,mip,hybrid,32,3.228
L1_L2_WithPF,gcc,14,5,3,17,3,mip,hybrid,64,3.228
L1_L2_WithPF,gcc,14,5,3,17,3,mip,hybrid,128,3.228
L1_L2_WithPF,gcc,14,5,3,17,3,mip,hybrid,256,3.227
L1_L2_WithPF,gcc,14,5,3,17,3,mip,hybrid,512,3.226
L1_L2_NoPF,gcc,14,5,3,17,3,lip,none,0,3.387
L1_L2_WithPF,gcc,14,5,3,17,3,lip,plus1,0,3.228
L1_L2_WithPF,gcc,14,5,3,17,3,lip,markov,16,3.387
L1_L2_WithPF,gcc,14,5,3,17,3,lip,markov,32,3.387
L1_L2_WithPF,gcc,14,5,3,17,3,lip,markov,64,3.387
L1_L2_WithPF,gcc,14,5,3,17,3,lip,markov,128,3.387
L1_L2_WithPF,gcc,14,5,3,17,3,lip,markov,256,3.387
L1_L2_WithPF,gcc,14,5,3,17,3,lip,markov,512,3.387
L1_L2_WithPF,gcc,14,5,3,17,3,lip,hybrid,16,3.228
L1_L2_WithPF,gcc,14,5,3,17,3,lip,hybrid,32,3.228
L1_L2_WithPF,gcc,14,5,3,17,3,lip,hybrid,64,3.228
L1_L2_WithPF,gcc,14,5,3,17,3,lip,hybrid,128,3.228
L1_L2_WithPF,gcc,14,5,3,17,3,lip,hybrid,256,3.227
L1_L2_WithPF,gcc,14,5,3,17,3,lip,hybrid,512,3.226
L1_L2_NoPF,gcc,15,5,1,16,1,mip,none,0,3.183
L1_L2_WithPF,gcc,15,5,1,16,1,mip,plus1,0,3.024
L1_L2_WithPF,gcc,15,5,1,16,1,mip,markov,16,3.183
L1_L2_WithPF,gcc,15,5,1,16,1,mip,markov,32,3.181
L1_L2_WithPF,gcc,15,5,1,16,1,mip,markov,64,3.179
L1_L2_WithPF,gcc,15,5,1,16,1,mip,markov,128,3.177
L1_L2_WithPF,gcc,15,5,1,16,1,mip,markov,256,3.172
L1_L2_WithPF,gcc,15,5,1,16,1,mip,markov,512,3.162
L1_L2_WithPF,gcc,15,5,1,16,1,mip,hybrid,16,3.024
L1_L2_WithPF,gcc,15,5,1,16,1,mip,hybrid,32,3.022
L1_L2_WithPF,gcc,15,5,1,16,1,mip,hybrid,64,3.020
L1_L2_WithPF,gcc,15,5,1,16,1,mip,hybrid,128,3.015
L1_L2_WithPF,gcc,15,5,1,16,1,mip,hybrid,256,3.011
L1_L2_WithPF,gcc,15,5,1,16,1,mip,hybrid,512,3.003
L1_L2_NoPF,gcc,15,5,1,16,1,lip,none,0,3.183
L1_L2_WithPF,gcc,15,5,1,16,1,lip,plus1,0,3.024
L1_L2_WithPF,gcc,15,5,1,16,1,lip,markov,16,3.183
L1_L2_WithPF,gcc,15,5,1,16,1,lip,markov,32,3.181
