Scenario,Trace,C1,B,S1,C2,S2,Policy,Prefetcher,R,AAT
L1_L2_WithPF,leela,14,5,2,16,2,lip,markov,128,2.581
L1_L2_WithPF,leela,14,5,2,16,2,lip,markov,256,2.581
L1_L2_WithPF,leela,14,5,2,16,2,lip,markov,512,2.581
L1_L2_WithPF,leela,14,5,2,16,2,lip,hybrid,16,2.547
L1_L2_WithPF,leela,14,5,2,16,2,lip,hybrid,32,2.547
L1_L2_WithPF,leela,14,5,2,16,2,lip,hybrid,64,2.547
L1_L2_WithPF,leela,14,5,2,16,2,lip,hybrid,128,2.547
L1_L2_WithPF,leela,14,5,2,16,2,lip,hybrid,256,2.547
L1_L2_WithPF,leela,14,5,2,16,2,lip,hybrid,512,2.547
L1_L2_NoPF,leela,14,5,2,16,3,mip,none,0,2.585
L1_L2_WithPF,leela,14,5,2,16,3,mip,plus1,0,2.551
L1_L2_WithPF,leela,14,5,2,16,3,mip,markov,16,2.585
L1_L2_WithPF,leela,14,5,2,16,3,mip,markov,32,2.585
L1_L2_WithPF,leela,14,5,2,16,3,mip,markov,64,2.585
L1_L2_WithPF,leela,14,5,2,16,3,mip,markov,128,2.585
L1_L2_WithPF,leela,14,5,2,16,3,mip,markov,256,2.585
L1_L2_WithPF,leela,14,5,2,16,3,mip,markov,512,2.585
L1_L2_WithPF,leela,14,5,2,16,3,mip,hybrid,16,2.551
L1_L2_WithPF,leela,14,5,2,16,3,mip,hybrid,32,2.551
L1_L2_WithPF,leela,14,5,2,16,3,mip,hybrid,64,2.551
L1_L2_WithPF,leela,14,5,2,16,3,mip,hybrid,128,2.551
L1_L2_WithPF,leela,14,5,2,16,3,mip,hybrid,256,2.551
L1_L2_WithPF,leela,14,5,2,16,3,mip,hybrid,512,2.551
L1_L2_NoPF,leela,14,5,2,16,3,lip,none,0,2.585
L1_L2_WithPF,leela,14,5,2,16,3,lip,plus1,0,2.551
L1_L2_WithPF,leela,14,5,2,16,3,lip,markov,16,2.585
L1_L2_WithPF,leela,14,5,2,16,3,lip,markov,32,2.585
L1_L2_WithPF,leela,14,5,2,16,3,lip,markov,64,2.585
L1_L2_WithPF,leela,14,5,2,16,3,lip,markov,128,2.585
L1_L2_WithPF,leela,14,5,2,16,3,lip,markov,256,2.585
L1_L2_WithPF,leela,14,5,2,16,3,lip,markov,512,2.585
L1_L2_WithPF,leela,14,5,2,16,3,lip,hybrid,16,2.551
L1_L2_WithPF,leela,14,5,2,16,3,lip,hybrid,32,2.551
L1_L2_WithPF,leela,14,5,2,16,3,lip,hybrid,64,2.551
L1_L2_WithPF,leela,14,5,2,16,3,lip,hybrid,128,2.551
L1_L2_WithPF,leela,14,5,2,16,3,lip,hybrid,256,2.551
L1_L2_WithPF,leela,14,5,2,16,3,lip,hybrid,512,2.551
L1_L2_NoPF,leela,14,5,2,17,2,mip,none,0,2.581
L1_L2_WithPF,leela,14,5,2,17,2,mip,plus1,0,2.547
L1_L2_WithPF,leela,14,5,2,17,2,mip,markov,16,2.581
L1_L2_WithPF,leela,14,5,2,17,2,mip,markov,32,2.581
L1_L2_WithPF,leela,14,5,2,17,2,mip,markov,64,2.581
L1_L2_WithPF,leela,14,5,2,17,2,mip,markov,128,2.581
L1_L2_WithPF,leela,14,5,2,17,2,mip,markov,256,2.581
L1_L2_WithPF,leela,14,5,2,17,2,mip,markov,512,2.581
L1_L2_WithPF,leela,14,5,2,17,2,mip,hybrid,16,2.547
L1_L2_WithPF,leela,14,5,2,17,2,mip,hybrid,32,2.547
L1_L2_WithPF,leela,14,5,2,17,2,mip,hybrid,64,2.547
L1_L2_WithPF,leela,14,5,2,17,2,mip,hybrid,128,2.547
L1_L2_WithPF,leela,14,5,2,17,2,mip,hybrid,256,2.547
L1_L2_WithPF,leela,14,5,2,17,2,mip,hybrid,512,2.547
L1_L2_NoPF,leela,14,5,2,17,2,lip,none,0,2.581
L1_L2_WithPF,leela,14,5,2,17,2,lip,plus1,0,2.547
L1_L2_WithPF,leela,14,5,2,17,2,lip,markov,16,2.581
L1_L2_WithPF,leela,14,5,2,17,2,lip,markov,32,2.581
L1_L2_WithPF,leela,14,5,2,17,2,lip,markov,64,2.581
L1_L2_WithPF,leela,14,5,2,17,2,lip,markov,128,2.581
L1_L2_WithPF,leela,14,5,2,17,2,lip,markov,256,2.581
L1_L2_WithPF,leela,14,5,2,17,2,lip,markov,512,2.581
L1_L2_WithPF,leela,14,5,2,17,2,lip,hybrid,16,2.547
L1_L2_WithPF,leela,14,5,2,17,2,lip,hybrid,32,2.547
L1_L2_WithPF,leela,14,5,2,17,2,lip,hybrid,64,2.547
L1_L2_WithPF,leela,14,5,2,17,2,lip,hybrid,128,2.547
L1_L2_WithPF,leela,14,5,2,17,2,lip,hybrid,256,2.547
L1_L2_WithPF,leela,14,5,2,17,2,lip,hybrid,512,2.547
L1_L2_NoPF,leela,14,5,2,17,3,mip,none,0,2.585
L1_L2_WithPF,leela,14,5,2,17,3,mip,plus1,0,2.551
L1_L2_WithPF,leela,14,5,2,17,3,mip,markov,16,2.585
L1_L2_WithPF,leela,14,5,2,17,3,mip,markov,32,2.585
L1_L2_WithPF,leela,14,5,2,17,3,mip,markov,64,2.585
L1_L2_WithPF,leela,14,5,2,17,3,mip,markov,128,2.585
L1_L2_WithPF,leela,14,5,2,17,3,mip,markov,256,2.585
L1_L2_WithPF,leela,14,5,2,17,3,mip,markov,512,2.585
L1_L2_WithPF,leela,14,5,2,17,3,mip,hybrid,16,2.551
L1_L2_WithPF,leela,14,5,2,17,3,mip,hybrid,32,2.551
L1_L2_WithPF,leela,14,5,2,17,3,mip,hybrid,64,2.551
L1_L2_WithPF,leela,14,5,2,17,3,mip,hybrid,128,2.551
L1_L2_WithPF,leela,14,5,2,17,3,mip,hybrid,256,2.551
L1_L2_WithPF,leela,14,5,2,17,3,mip,hybrid,512,2.551
L1_L2_NoPF,leela,14,5,2,17,3,lip,none,0,2.585
L1_L2_WithPF,leela,14,5,2,17,3,lip,plus1,0,2.551
L1_L2_WithPF,leela,14,5,2,17,3,lip,markov,16,2.585
L1_L2_WithPF,leela,14,5,2,17,3,lip,markov,32,2.585
L1_L2_WithPF,leela,14,5,2,17,3,lip,markov,64,2.585
L1_L2_WithPF,leela,14,5,2,17,3,lip,markov,128,2.585
L1_L2_WithPF,leela,14,5,2,17,3,lip,markov,256,2.585
L1_L2_WithPF,leela,14,5,2,17,3,lip,markov,512,2.585
L1_L2_WithPF,leela,14,5,2,17,3,lip,hybrid,16,2.551
L1_L2_WithPF,leela,14,5,2,17,3,lip,hybrid,32,2.551
L1_L2_WithPF,leela,14,5,2,17,3,lip,hybrid,64,2.551
L1_L2_WithPF,leela,14,5,2,17,3,lip,hybrid,128,2.551
L1_L2_WithPF,leela,14,5,2,17,3,lip,hybrid,256,2.551
L1_L2_WithPF,leela,14,5,2,17,3,lip,hybrid,512,2.551
L1_L2_NoPF,leela,14,5,3,16,3,mip,none,0,2.780
L1_L2_WithPF,leela,14,5,3,16,3,mip,plus1,0,2.747
L1_L2_WithPF,leela,14,5,3,16,3,mip,markov,16,2.780
L1_L2_WithPF,leela,14,5,3,16,3,mip,markov,32,2.780
L1_L2_WithPF,leela,14,5,3,16,3,mip,markov,64,2.780
L1_L2_WithPF,leela,14,5,3,16,3,mip,markov,128,2.780
L1_L2_WithPF,leela,14,5,3,16,3,mip,markov,256,2.780
L1_L2_WithPF,leela,14,5,3,16,3,mip,markov,512,2.780
L1_L2_WithPF,leela,14,5,3,16,3,mip,hybrid,16,2.747
L1_L2_WithPF,leela,14,5,3,16,3,mip,hybrid,32,2.747
L1_L2_WithPF,leela,14,5,3,16,3,mip,hybrid,64,2.747
L1_L2_WithPF,leela,14,5,3,16,3,mip,hybrid,128,2.747
L1_L2_WithPF,leela,14,5,3,16,3,mip,hybrid,256,2.747
L1_L2_WithPF,leela,14,5,3,16,3,mip,hybrid,512,2.747
L1_L2_NoPF,leela,14,5,3,16,3,lip,none,0,2.780
L1_L2_WithPF,leela,14,5,3,16,3,lip,plus1,0,2.747
L1_L2_WithPF,leela,14,5,3,16,3,lip,markov,16,2.780
L1_L2_WithPF,leela,14,5,3,16,3,lip,markov,32,2.780
L1_L2_WithPF,leela,14,5,3,16,3,lip,markov,64,2.780
L1_L2_WithPF,leela,14,5,3,16,3,lip,markov,128,2.780
L1_L2_WithPF,leela,14,5,3,16,3,lip,markov,256,2.780
L1_L2_WithPF,leela,14,5,3,16,3,lip,markov,512,2.780
L1_L2_WithPF,leela,14,5,3,16,3,lip,hybrid,16,2.747
L1_L2_WithPF,leela,14,5,3,16,3,lip,hybrid,32,2.747
L1_L2_WithPF,leela,14,5,3,16,3,lip,hybrid,64,2.747
L1_L2_WithPF,leela,14,5,3,16,3,lip,hybrid,128,2.747
L1_L2_WithPF,leela,14,5,3,16,3,lip,hybrid,256,2.747
L1_L2_WithPF,leela,14,5,3,16,3,lip,hybrid,512,2.747
L1_L2_NoPF,leela,14,5,3,17,3,mip,none,0,2.780
L1_L2_WithPF,leela,14,5,3,17,3,mip,plus1,0,2.747
L1_L2_WithPF,leela,14,5,3,17,3,mip,markov,16,2.780
L1_L2_WithPF,leela,14,5,3,17,3,mip,markov,32,2.780
L1_L2_WithPF,leela,14,5,3,17,3,mip,markov,64,2.780
L1_L2_WithPF,leela,14,5,3,17,3,mip,markov,128,2.780
L1_L2_WithPF,leela,14,5,3,17,3,mip,markov,256,2.780
L1_L2_WithPF,leela,14,5,3,17,3,mip,markov,512,2.780
L1_L2_WithPF,leela,14,5,3,17,3,mip,hybrid,16,2.747
L1_L2_WithPF,leela,14,5,3,17,3,mip,hybrid,32,2.747
L1_L2_WithPF,leela,14,5,3,17,3,mip,hybrid,64,2.747
L1_L2_WithPF,leela,14,5,3,17,3,mip,hybrid,128,2.747
L1_L2_WithPF,leela,14,5,3,17,3,mip,hybrid,256,2.747
L1_L2_WithPF,leela,14,5,3,17,3,mip,hybrid,512,2.747
L1_L2_NoPF,leela,14,5,3,17,3,lip,none,0,2.780
L1_L2_WithPF,leela,14,5,3,17,3,lip,plus1,0,2.747
L1_L2_WithPF,leela,14,5,3,17,3,lip,markov,16,2.780
L1_L2_WithPF,leela,14,5,3,17,3,lip,markov,32,2.780
L1_L2_WithPF,leela,14,5,3,17,3,lip,markov,64,2.780
L1_L2_WithPF,leela,14,5,3,17,3,lip,markov,128,2.780
L1_L2_WithPF,leela,14,5,3,17,3,lip,markov,256,2.780
L1_L2_WithPF,leela,14,5,3,17,3,lip,markov,512,2.780
L1_L2_WithPF,leela,14,5,3,17,3,lip,hybrid,16,2.747
L1_L2_WithPF,leela,14,5,3,17,3,lip,hybrid,32,2.747
L1_L2_WithPF,leela,14,5,3,17,3,lip,hybrid,64,2.747
L1_L2_WithPF,leela,14,5,3,17,3,lip,hybrid,128,2.747
L1_L2_WithPF,leela,14,5,3,17,3,lip,hybrid,256,2.747
L1_L2_WithPF,leela,14,5,3,17,3,lip,hybrid,512,2.747
L1_L2_NoPF,leela,15,5,1,16,1,mip,none,0,2.360
L1_L2_WithPF,leela,15,5,1,16,1,mip,plus1,0,2.327
L1_L2_WithPF,leela,15,5,1,16,1,mip,markov,16,2.360
L1_L2_WithPF,leela,15,5,1,16,1,mip,markov,32,2.360
L1_L2_WithPF,leela,15,5,1,16,1,mip,markov,64,2.360
L1_L2_WithPF,leela,15,5,1,16,1,mip,markov,128,2.360
L1_L2_WithPF,leela,15,5,1,16,1,mip,markov,256,2.360
L1_L2_WithPF,leela,15,5,1,16,1,mip,markov,512,2.360
L1_L2_WithPF,leela,15,5,1,16,1,mip,hybrid,16,2.327
L1_L2_WithPF,leela,15,5,1,16,1,mip,hybrid,32,2.327
L1_L2_WithPF,leela,15,5,1,16,1,mip,hybrid,64,2.327
L1_L2_WithPF,leela,15,5,1,16,1,mip,hybrid,128,2.327
L1_L2_WithPF,leela,15,5,1,16,1,mip,hybrid,256,2.327
L1_L2_WithPF,leela,15,5,1,16,1,mip,hybrid,512,2.327
L1_L2_NoPF,leela,15,5,1,16,1,lip,none,0,2.360
L1_L2_WithPF,leela,15,5,1,16,1,lip,plus1,0,2.327
L1_L2_WithPF,leela,15,5,1,16,1,lip,markov,16,2.360
L1_L2_WithPF,leela,15,5,1,16,1,lip,markov,32,2.360
L1_L2_WithPF,leela,15,5,1,16,1,lip,markov,64,2.360
L1_L2_WithPF,leela,15,5,1,16,1,lip,markov,128,2.360
L1_L2_WithPF,leela,15,5,1,16,1,lip,markov,256,2.360
L1_L2_WithPF,leela,15,5,1,16,1,lip,markov,512,2.360
L1_L2_WithPF,leela,15,5,1,16,1,lip,hybrid,16,2.327
L1_L2_WithPF,leela,15,5,1,16,1,lip,hybrid,32,2.327
L1_L2_WithPF,leela,15,5,1,16,1,lip,hybrid,64,2.327
L1_L2_WithPF,leela,15,5,1,16,1,lip,hybrid,128,2.327
L1_L2_WithPF,leela,15,5,1,16,1,lip,hybrid,256,2.327
L1_L2_WithPF,leela,15,5,1,16,1,lip,hybrid,512,2.327
L1_L2_NoPF,leela,15,5,1,16,2,mip,none,0,2.362
L1_L2_WithPF,leela,15,5,1,16,2,mip,plus1,0,2.329
L1_L2_WithPF,leela,15,5,1,16,2,mip,markov,16,2.362
L1_L2_WithPF,leela,15,5,1,16,2,mip,markov,32,2.362
L1_L2_WithPF,leela,15,5,1,16,2,mip,markov,64,2.362
L1_L2_WithPF,leela,15,5,1,16,2,mip,markov,128,2.362
L1_L2_WithPF,leela,15,5,1,16,2,mip,markov,256,2.362
L1_L2_WithPF,leela,15,5,1,16,2,mip,markov,512,2.362
L1_L2_WithPF,leela,15,5,1,16,2,mip,hybrid,16,2.329
L1_L2_WithPF,leela,15,5,1,16,2,mip,hybrid,32,2.329
L1_L2_WithPF,leela,15,5,1,16,2,mip,hybrid,64,2.329
L1_L2_WithPF,leela,15,5,1,16,2,mip,hybrid,128,2.329
L1_L2_WithPF,leela,15,5,1,16,2,mip,hybrid,256,2.329
L1_L2_WithPF,leela,15,5,1,16,2,mip,hybrid,512,2.329
L1_L2_NoPF,leela,15,5,1,16,2,lip,none,0,2.362
L1_L2_WithPF,leela,15,5,1,16,2,lip,plus1,0,2.329
L1_L2_WithPF,leela,15,5,1,16,2,lip,markov,16,2.362
L1_L2_WithPF,leela,15,5,1,16,2,lip,markov,32,2.362
L1_L2_WithPF,leela,15,5,1,16,2,lip,markov,64,2.362
L1_L2_WithPF,leela,15,5,1,16,2,lip,markov,128,2.362
L1_L2_WithPF,leela,15,5,1,16,2,lip,markov,256,2.362
L1_L2_WithPF,leela,15,5,1,16,2,lip,markov,512,2.362
L1_L2_WithPF,leela,15,5,1,16,2,lip,hybrid,16,2.329
L1_L2_WithPF,leela,15,5,1,16,2,lip,hybrid,32,2.329
L1_L2_WithPF,leela,15,5,1,16,2,lip,hybrid,64,2.329
L1_L2_WithPF,leela,15,5,1,16,2,lip,hybrid,128,2.329
L1_L2_WithPF,leela,15,5,1,16,2,lip,hybrid,256,2.329
L1_L2_WithPF,leela,15,5,1,16,2,lip,hybrid,512,2.329
L1_L2_NoPF,leela,15,5,1,16,3,mip,none,0,2.364
L1_L2_WithPF,leela,15,5,1,16,3,mip,plus1,0,2.331
L1_L2_WithPF,leela,15,5,1,16,3,mip,markov,16,2.364
L1_L2_WithPF,leela,15,5,1,16,3,mip,markov,32,2.364
L1_L2_WithPF,leela,15,5,1,16,3,mip,markov,64,2.364
L1_L2_WithPF,leela,15,5,1,16,3,mip,markov,128,2.364
L1_L2_WithPF,leela,15,5,1,16,3,mip,markov,256,2.364
L1_L2_WithPF,leela,15,5,1,16,3,mip,markov,512,2.364
L1_L2_WithPF,leela,15,5,1,16,3,mip,hybrid,16,2.331
L1_L2_WithPF,leela,15,5,1,16,3,mip,hybrid,32,2.331
L1_L2_WithPF,leela,15,5,1,16,3,mip,hybrid,64,2.331
L1_L2_WithPF,leela,15,5,1,16,3,mip,hybrid,128,2.331
L1_L2_WithPF,leela,15,5,1,16,3,mip,hybrid,256,2.331
L1_L2_WithPF,leela,15,5,1,16,3,mip,hybrid,512,2.331
L1_L2_NoPF,leela,15,5,1,16,3,lip,none,0,2.364
L1_L2_WithPF,leela,15,5,1,16,3,lip,plus1,0,2.331
L1_L2_WithPF,leela,15,5,1,16,3,lip,markov,16,2.364
L1_L2_WithPF,leela,15,5,1,16,3,lip,markov,32,2.364
L1_L2_WithPF,leela,15,5,1,16,3,lip,markov,64,2.364
L1_L2_WithPF,leela,15,5,1,16,3,lip,markov,128,2.364
L1_L2_WithPF,leela,15,5,1,16,3,lip,markov,256,2.364
L1_L2_WithPF,leela,15,5,1,16,3,lip,markov,512,2.364
L1_L2_WithPF,leela,15,5,1,16,3,lip,hybrid,16,2.331
L1_L2_WithPF,leela,15,5,1,16,3,lip,hybrid,32,2.331
L1_L2_WithPF,leela,15,5,1,16,3,lip,hybrid,64,2.331
L1_L2_WithPF,leela,15,5,1,16,3,lip,hybrid,128,2.331
L1_L2_WithPF,leela,15,5,1,16,3,lip,hybrid,256,2.331
L1_L2_WithPF,leela,15,5,1,16,3,lip,hybrid,512,2.331
L1_L2_NoPF,leela,15,5,1,17,1,mip,none,0,2.360
L1_L2_WithPF,leela,15,5,1,17,1,mip,plus1,0,2.327
L1_L2_WithPF,leela,15,5,1,17,1,mip,markov,16,2.360
L1_L2_WithPF,leela,15,5,1,17,1,mip,markov,32,2.360
L1_L2_WithPF,leela,15,5,1,17,1,mip,markov,64,2.360
L1_L2_WithPF,leela,15,5,1,17,1,mip,markov,128,2.360
L1_L2_WithPF,leela,15,5,1,17,1,mip,markov,256,2.360
L1_L2_WithPF,leela,15,5,1,17,1,mip,markov,512,2.360
L1_L2_WithPF,leela,15,5,1,17,1,mip,hybrid,16,2.327
L1_L2_WithPF,leela,15,5,1,17,1,mip,hybrid,32,2.327
L1_L2_WithPF,leela,15,5,1,17,1,mip,hybrid,64,2.327
L1_L2_WithPF,leela,15,5,1,17,1,mip,hybrid,128,2.327
L1_L2_WithPF,leela,15,5,1,17,1,mip,hybrid,256,2.327
L1_L2_WithPF,leela,15,5,1,17,1,mip,hybrid,512,2.327
L1_L2_NoPF,leela,15,5,1,17,1,lip,none,0,2.360
L1_L2_WithPF,leela,15,5,1,17,1,lip,plus1,0,2.327
L1_L2_WithPF,leela,15,5,1,17,1,lip,markov,16,2.360
L1_L2_WithPF,leela,15,5,1,17,1,lip,markov,32,2.360
L1_L2_WithPF,leela,15,5,1,17,1,lip,markov,64,2.360
L1_L2_WithPF,leela,15,5,1,17,1,lip,markov,128,2.360
L1_L2_WithPF,leela,15,5,1,17,1,lip,markov,256,2.360
L1_L2_WithPF,leela,15,5,1,17,1,lip,markov,512,2.360
L1_L2_WithPF,leela,15,5,1,17,1,lip,hybrid,16,2.327
L1_L2_WithPF,leela,15,5,1,17,1,lip,hybrid,32,2.327
L1_L2_WithPF,leela,15,5,1,17,1,lip,hybrid,64,2.327
L1_L2_WithPF,leela,15,5,1,17,1,lip,hybrid,128,2.327
L1_L2_WithPF,leela,15,5,1,17,1,lip,hybrid,256,2.327
L1_L2_WithPF,leela,15,5,1,17,1,lip,hybrid,512,2.327
L1_L2_NoPF,leela,15,5,1,17,2,mip,none,0,2.362
L1_L2_WithPF,leela,15,5,1,17,2,mip,plus1,0,2.329
L1_L2_WithPF,leela,15,5,1,17,2,mip,markov,16,2.362
L1_L2_WithPF,leela,15,5,1,17,2,mip,markov,32,2.362
L1_L2_WithPF,leela,15,5,1,17,2,mip,markov,64,2.362
L1_L2_WithPF,leela,15,5,1,17,2,mip,markov,128,2.362
L1_L2_WithPF,leela,15,5,1,17,2,mip,markov,256,2.362
L1_L2_WithPF,leela,15,5,1,17,2,mip,markov,512,2.362
L1_L2_WithPF,leela,15,5,1,17,2,mip,hybrid,16,2.329
L1_L2_WithPF,leela,15,5,1,17,2,mip,hybrid,32,2.329
L1_L2_WithPF,leela,15,5,1,17,2,mip,hybrid,64,2.329
L1_L2_WithPF,leela,15,5,1,17,2,mip,hybrid,128,2.329
L1_L2_WithPF,leela,15,5,1,17,2,mip,hybrid,256,2.329
L1_L2_WithPF,leela,15,5,1,17,2,mip,hybrid,512,2.329
L1_L2_NoPF,leela,15,5,1,17,2,lip,none,0,2.362
L1_L2_WithPF,leela,15,5,1,17,2,lip,plus1,0,2.329
L1_L2_WithPF,leela,15,5,1,17,2,lip,markov,16,2.362
L1_L2_WithPF,leela,15,5,1,17,2,lip,markov,32,2.362
L1_L2_WithPF,leela,15,5,1,17,2,lip,markov,64,2.362
L1_L2_WithPF,leela,15,5,1,17,2,lip,markov,128,2.362
L1_L2_WithPF,leela,15,5,1,17,2,lip,markov,256,2.362
L1_L2_WithPF,leela,15,5,1,17,2,lip,markov,512,2.362
L1_L2_WithPF,leela,15,5,1,17,2,lip,hybrid,16,2.329
L1_L2_WithPF,leela,15,5,1,17,2,lip,hybrid,32,2.329
L1_L2_WithPF,leela,15,5,1,17,2,lip,hybrid,64,2.329
L1_L2_WithPF,leela,15,5,1,17,2,lip,hybrid,128,2.329
L1_L2_WithPF,leela,15,5,1,17,2,lip,hybrid,256,2.329
L1_L2_WithPF,leela,15,5,1,17,2,lip,hybrid,512,2.329
L1_L2_NoPF,leela,15,5,1,17,3,mip,none,0,2.364
L1_L2_WithPF,leela,15,5,1,17,3,mip,plus1,0,2.331
L1_L2_WithPF,leela,15,5,1,17,3,mip,markov,16,2.364
L1_L2_WithPF,leela,15,5,1,17,3,mip,markov,32,2.364
L1_L2_WithPF,leela,15,5,1,17,3,mip,markov,64,2.364
L1_L2_WithPF,leela,15,5,1,17,3,mip,markov,128,2.364
L1_L2_WithPF,leela,15,5,1,17,3,mip,markov,256,2.364
L1_L2_WithPF,leela,15,5,1,17,3,mip,markov,512,2.364
L1_L2_WithPF,leela,15,5,1,17,3,mip,hybrid,16,2.331
L1_L2_WithPF,leela,15,5,1,17,3,mip,hybrid,32,2.331
L1_L2_WithPF,leela,15,5,1,17,3,mip,hybrid,64,2.331
L1_L2_WithPF,leela,15,5,1,17,3,mip,hybrid,128,2.331
L1_L2_WithPF,leela,15,5,1,17,3,mip,hybrid,256,2.331
L1_L2_WithPF,leela,15,5,1,17,3,mip,hybrid,512,2.331
L1_L2_NoPF,leela,15,5,1,17,3,lip,none,0,2.364
L1_L2_WithPF,leela,15,5,1,17,3,lip,plus1,0,2.331
L1_L2_WithPF,leela,15,5,1,17,3,lip,markov,16,2.364
L1_L2_WithPF,leela,15,5,1,17,3,lip,markov,32,2.364
L1_L2_WithPF,leela,15,5,1,17,3,lip,markov,64,2.364
L1_L2_WithPF,leela,15,5,1,17,3,lip,markov,128,2.364
L1_L2_WithPF,leela,15,5,1,17,3,lip,markov,256,2.364
L1_L2_WithPF,leela,15,5,1,17,3,lip,markov,512,2.364
L1_L2_WithPF,leela,15,5,1,17,3,lip,hybrid,16,2.331
L1_L2_WithPF,leela,15,5,1,17,3,lip,hybrid,32,2.331
L1_L2_WithPF,leela,15,5,1,17,3,lip,hybrid,64,2.331
L1_L2_WithPF,leela,15,5,1,17,3,lip,hybrid,128,2.331
L1_L2_WithPF,leela,15,5,1,17,3,lip,hybrid,256,2.331
L1_L2_WithPF,leela,15,5,1,17,3,lip,hybrid,512,2.331
L1_L2_NoPF,leela,15,5,2,16,2,mip,none,0,2.559
L1_L2_WithPF,leela,15,5,2,16,2,mip,plus1,0,2.526
L1_L2_WithPF,leela,15,5,2,16,2,mip,markov,16,2.559
L1_L2_WithPF,leela,15,5,2,16,2,mip,markov,32,2.559
L1_L2_WithPF,leela,15,5,2,16,2,mip,markov,64,2.559
L1_L2_WithPF,leela,15,5,2,16,2,mip,markov,128,2.559
L1_L2_WithPF,leela,15,5,2,16,2,mip,markov,256,2.559
L1_L2_WithPF,leela,15,5,2,16,2,mip,markov,512,2.559
L1_L2_WithPF,leela,15,5,2,16,2,mip,hybrid,16,2.526
L1_L2_WithPF,leela,15,5,2,16,2,mip,hybrid,32,2.526
L1_L2_WithPF,leela,15,5,2,16,2,mip,hybrid,64,2.526
L1_L2_WithPF,leela,15,5,2,16,2,mip,hybrid,128,2.526
L1_L2_WithPF,leela,15,5,2,16,2,mip,hybrid,256,2.526
L1_L2_WithPF,leela,15,5,2,16,2,mip,hybrid,512,2.526
L1_L2_NoPF,leela,15,5,2,16,2,lip,none,0,2.559
L1_L2_WithPF,leela,15,5,2,16,2,lip,plus1,0,2.526
L1_L2_WithPF,leela,15,5,2,16,2,lip,markov,16,2.559
L1_L2_WithPF,leela,15,5,2,16,2,lip,markov,32,2.559
L1_L2_WithPF,leela,15,5,2,16,2,lip,markov,64,2.559
L1_L2_WithPF,leela,15,5,2,16,2,lip,markov,128,2.559
L1_L2_WithPF,leela,15,5,2,16,2,lip,markov,256,2.559
L1_L2_WithPF,leela,15,5,2,16,2,lip,markov,512,2.559
L1_L2_WithPF,leela,15,5,2,16,2,lip,hybrid,16,2.526
L1_L2_WithPF,leela,15,5,2,16,2,lip,hybrid,32,2.526
L1_L2_WithPF,leela,15,5,2,16,2,lip,hybrid,64,2.526
L1_L2_WithPF,leela,15,5,2,16,2,lip,hybrid,128,2.526
L1_L2_WithPF,leela,15,5,2,16,2,lip,hybrid,256,2.526
L1_L2_WithPF,leela,15,5,2,16,2,lip,hybrid,512,2.526
L1_L2_NoPF,leela,15,5,2,16,3,mip,none,0,2.561
L1_L2_WithPF,leela,15,5,2,16,3,mip,plus1,0,2.528
L1_L2_WithPF,leela,15,5,2,16,3,mip,markov,16,2.561
L1_L2_WithPF,leela,15,5,2,16,3,mip,markov,32,2.561
L1_L2_WithPF,leela,15,5,2,16,3,mip,markov,64,2.561
L1_L2_WithPF,leela,15,5,2,16,3,mip,markov,128,2.561
L1_L2_WithPF,leela,15,5,2,16,3,mip,markov,256,2.561
L1_L2_WithPF,leela,15,5,2,16,3,mip,markov,512,2.561
L1_L2_WithPF,leela,15,5,2,16,3,mip,hybrid,16,2.528
L1_L2_WithPF,leela,15,5,2,16,3,mip,hybrid,32,2.528
L1_L2_WithPF,leela,15,5,2,16,3,mip,hybrid,64,2.528
L1_L2_WithPF,leela,15,5,2,16,3,mip,hybrid,128,2.528
L1_L2_WithPF,leela,15,5,2,16,3,mip,hybrid,256,2.528
L1_L2_WithPF,leela,15,5,2,16,3,mip,hybrid,512,2.528
L1_L2_NoPF,leela,15,5,2,16,3,lip,none,0,2.561
L1_L2_WithPF,leela,15,5,2,16,3,lip,plus1,0,2.528
L1_L2_WithPF,leela,15,5,2,16,3,lip,markov,16,2.561
L1_L2_WithPF,leela,15,5,2,16,3,lip,markov,32,2.561
L1_L2_WithPF,leela,15,5,2,16,3,lip,markov,64,2.561
L1_L2_WithPF,leela,15,5,2,16,3,lip,markov,128,2.561
L1_L2_WithPF,leela,15,5,2,16,3,lip,markov,256,2.561
L1_L2_WithPF,leela,15,5,2,16,3,lip,markov,512,2.561
L1_L2_WithPF,leela,15,5,2,16,3,lip,hybrid,16,2.528
L1_L2_WithPF,leela,15,5,2,16,3,lip,hybrid,32,2.528
L1_L2_WithPF,leela,15,5,2,16,3,lip,hybrid,64,2.528
L1_L2_WithPF,leela,15,5,2,16,3,lip,hybrid,128,2.528
L1_L2_WithPF,leela,15,5,2,16,3,lip,hybrid,256,2.528
L1_L2_WithPF,leela,15,5,2,16,3,lip,hybrid,512,2.528
L1_L2_NoPF,leela,15,5,2,17,2,mip,none,0,2.559
L1_L2_WithPF,leela,15,5,2,17,2,mip,plus1,0,2.526
L1_L2_WithPF,leela,15,5,2,17,2,mip,markov,16,2.559
L1_L2_WithPF,leela,15,5,2,17,2,mip,markov,32,2.559
L1_L2_WithPF,leela,15,5,2,17,2,mip,markov,64,2.559
